plot;abbr;layer;cov;comment;voucher;site;key;history
WMb3-04;sesl caer;hl;3;;;WMb3;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
WMb3-04;soli virg virg;hl;2;;;WMb3;1003; | Changed soli virg To soli virg virg 2012-11-27 18:47:06
WMb3-04;trif prat prat;hl;4;;;WMb3;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
WMb3-04;trif repe repe;hl;3;;;WMb3;1067;
WMb3-04;trol euro;hl;4;;;WMb3;1074;
WMb3-04;vale trip;hl;3;;;WMb3;1088;
WMb3-04;vero cham cham;hl;3;;;WMb3;1099;
WMb3-04;will stip stip;hl;2;;;WMb3;1125; | Changed will stip To will stip stip 2012-11-27 18:47:06
WMb3-05;aden alpi;hl;1;;;WMb3;17; | Changed aden glab To aden alpi 2012-11-27 18:47:07
WMb3-05;agro capi;hl;3;;;WMb3;24;
WMb3-05;ajug rept;hl;3;;;WMb3;31;
WMb3-05;anem nemo;hl;2;;;WMb3;83;
WMb3-05;apos foet;hl;4;;;WMb3;99;
WMb3-05;bell mich;hl;2;;;WMb3;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb3-05;cala vari;hl;4;;;WMb3;171;
WMb3-05;camp sche;hl;3;;;WMb3;187;
WMb3-05;card defl viri;hl;2;;;WMb3;200; | Changed card defl defl To card defl viri 2012-11-27 18:47:01
WMb3-05;care ferr;hl;4;;;WMb3;220;
WMb3-05;care orni orni;hl;3;;;WMb3;235;
WMb3-05;care pall;hl;2;;;WMb3;238;
WMb3-05;chae hirs;hl;3;;;WMb3;276; | Changed chae hirs hirs To chae hirs 2012-11-27 18:47:00
WMb3-05;cory avel;hl;1;;;WMb3;309;
WMb3-05;dact glom glom;hl;3;;;WMb3;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
WMb3-05;desc cesp;hl;3;;;WMb3;350;
WMb3-05;fest nigr cens;hl;3;;;WMb3;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
WMb3-05;fest rubr rubr;hl;2;;;WMb3;445;
WMb3-05;frag vesc;hl;3;;;WMb3;449;
WMb3-05;gali anis;hl;3;;;WMb3;458;
WMb3-05;gera sylv;hl;3;;;WMb3;492;
WMb3-05;geum riva;hl;3;;;WMb3;494;
WMb3-05;hell nige;hl;2;;;WMb3;519;
WMb3-05;hier muro;hl;3;;;WMb3;547;
WMb3-05;leon hisp hisp;hl;3;;;WMb3;630;
WMb3-05;lotu corn corn;hl;2;;;WMb3;658;
WMb3-05;luzu sylv sylv;hl;4;;;WMb3;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb3-05;medi lupu;hl;2;;;WMb3;684;
WMb3-05;moli caer;hl;2;;;WMb3;709;
WMb3-05;poa alpi;hl;3;;;WMb3;789;
WMb3-05;poly amar brac;hl;2;;;WMb3;803;
WMb3-05;poly cham;hl;2;;;WMb3;805;
WMb3-05;poly vert;hl;4;;;WMb3;809;
WMb3-05;prun vulg;hl;2;;;WMb3;850;
WMb3-05;ranu acri acri;hl;2;;;WMb3;868;
WMb3-05;ranu nemo;hl;2;;;WMb3;877;
WMb3-05;sene ovat ovat;hl;2;;;WMb3;983; | Changed sene ovat To sene ovat ovat 2012-11-27 18:47:13
WMb3-05;sile dioi;hl;2;;;WMb3;688;
WMb3-05;sold alpi;hl;3;;;WMb3;1000;
WMb3-05;soli virg virg;hl;3;;;WMb3;1003; | Changed soli virg To soli virg virg 2012-11-27 18:47:06
WMb3-05;tara sect rude;hl;1;;;WMb3;1032;
WMb3-05;trif repe repe;hl;3;;;WMb3;1067;
WMb3-05;vero cham cham;hl;3;;;WMb3;1099;
WMb3-05;vero offi;hl;3;;;WMb3;1106;
WMb3-06;ajug rept;hl;3;;;WMb3;31;
WMb3-06;anem nemo;hl;4;;;WMb3;83;
WMb3-06;apos foet;hl;4;;;WMb3;99;
WMb3-06;bell mich;hl;3;;;WMb3;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb3-06;cala vari;hl;4;;;WMb3;171;
WMb3-06;camp sche;hl;3;;;WMb3;187;
WMb3-06;care digi;hl;3;;;WMb3;214;
WMb3-06;care ferr;hl;4;;;WMb3;220;
WMb3-06;care orni orni;hl;3;;;WMb3;235;
WMb3-06;chae hirs;hl;3;;;WMb3;276; | Changed chae hirs hirs To chae hirs 2012-11-27 18:47:00
WMb3-06;dact glom glom;hl;4;;;WMb3;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
WMb3-06;desc cesp;hl;4;;;WMb3;350;
WMb3-06;fest nigr cens;hl;5;;;WMb3;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
WMb3-06;frag vesc;hl;3;;;WMb3;449;
WMb3-06;gali anis;hl;4;;;WMb3;458;
WMb3-06;gent punc;hl;2;;;WMb3;483;
WMb3-06;gera sylv;hl;3;;;WMb3;492;
WMb3-06;hier bifi;hl;4;;;WMb3;527;
WMb3-06;leon hisp hyos;hl;4;;;WMb3;631;
WMb3-06;lotu corn corn;hl;4;;;WMb3;658;
WMb3-06;luzu sylv sylv;hl;3;;;WMb3;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb3-06;myos alpe;hl;3;;;WMb3;712;
WMb3-06;plan medi;hl;3;;;WMb3;785;
WMb3-06;poa alpi;hl;4;;;WMb3;789;
WMb3-06;poly amar brac;hl;4;;;WMb3;803;
WMb3-06;pote aure;hl;3;;;WMb3;832;
WMb3-06;pote erec;hl;3;;;WMb3;837;
WMb3-06;ranu acri acri;hl;3;;;WMb3;868;
WMb3-06;ranu nemo;hl;3;;;WMb3;877;
WMb3-06;sela sela;hl;3;;;WMb3;975;
WMb3-06;sene ovat ovat;hl;3;;;WMb3;983; | Changed sene ovat To sene ovat ovat 2012-11-27 18:47:13
WMb3-06;sold alpi;hl;3;;;WMb3;1000;
WMb3-06;soli virg virg;hl;2;;;WMb3;1003; | Changed soli virg To soli virg virg 2012-11-27 18:47:06
WMb3-06;tofi caly;hl;3;;;WMb3;1051;
WMb3-06;trif prat prat;hl;3;;;WMb3;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
WMb3-06;trol euro;hl;3;;;WMb3;1074;
WMb3-06;tuss farf;hl;2;;;WMb3;1075;
WMb3-06;vacc myrt;hl;3;;;WMb3;1080;
WMb3-06;vale trip;hl;2;;;WMb3;1088;
WMb3-06;vero cham cham;hl;3;;;WMb3;1099;
WMb3-07;achi mill;hl;2;;;WMb3;6;
WMb3-07;aden alpi;hl;4;;;WMb3;17; | Changed aden glab To aden alpi 2012-11-27 18:47:07
WMb3-07;agro capi;hl;3;;;WMb3;24;
WMb3-07;anem nemo;hl;3;;;WMb3;83;
WMb3-07;apos foet;hl;4;;;WMb3;99;
WMb3-07;care ferr;hl;2;;;WMb3;220;
WMb3-07;cera holo;hl;2;;;WMb3;269;
WMb3-07;cruc laev;hl;1;;;WMb3;325;
WMb3-07;desc cesp;hl;4;;;WMb3;350;
WMb3-07;fest nigr cens;hl;2;;;WMb3;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
WMb3-07;gali albu;hl;3;;;WMb3;1127;
WMb3-07;gera sylv;hl;4;;;WMb3;492;
WMb3-07;hype macu;hl;4;;;WMb3;580;
WMb3-07;luzu mult;hl;1;;;WMb3;665;
WMb3-07;luzu pilo;hl;1;;;WMb3;666;
WMb3-07;luzu sylv sylv;hl;3;;;WMb3;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb3-07;lysi nemo;hl;3;;;WMb3;675;
WMb3-07;poa alpi;hl;3;;;WMb3;789;
WMb3-07;poa nemo;hl;5;;;WMb3;797;
WMb3-07;poa prat;hl;2;;;WMb3;799;
WMb3-07;pote aure;hl;3;;;WMb3;832;
WMb3-07;ranu nemo;hl;3;;;WMb3;877;
WMb3-07;rume acet osa;hl;1;;;WMb3;914; | Changed rume acet To rume acet osa 2012-11-27 18:47:02
WMb3-07;saxi rotu;hl;1;;;WMb3;960;
WMb3-07;sene ovat ovat;hl;2;;;WMb3;983; | Changed sene ovat To sene ovat ovat 2012-11-27 18:47:13
WMb3-07;sile dioi;hl;3;;;WMb3;688;
WMb3-07;soli virg virg;hl;3;;;WMb3;1003; | Changed soli virg To soli virg virg 2012-11-27 18:47:06
WMb3-07;vacc myrt;hl;1;;;WMb3;1080;
WMb3-07;vero cham cham;hl;1;;;WMb3;1099;
WMb3-07;viol bifl;hl;2;;;WMb3;1118;
WMb3-08;aden alpi;hl;4;;;WMb3;17; | Changed aden glab To aden alpi 2012-11-27 18:47:07
WMb3-08;ajug rept;hl;3;;;WMb3;31;
WMb3-08;apos foet;hl;3;;;WMb3;99;
WMb3-08;cala vari;hl;3;;;WMb3;171;
WMb3-08;card enne;hl;2;;;WMb3;348; | Changed dent enne To card enne 2012-11-27 18:47:06
WMb3-08;card flex;hl;2;;;WMb3;193;
WMb3-08;care ferr;hl;2;;;WMb3;220;
WMb3-08;care sylv;hl;2;;;WMb3;251;
WMb3-08;chae hirs;hl;4;;;WMb3;276; | Changed chae hirs hirs To chae hirs 2012-11-27 18:47:00
WMb3-08;dact glom glom;hl;4;;;WMb3;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
WMb3-08;desc cesp;hl;4;;;WMb3;350;
WMb3-08;fest prat prat;hl;3;;;WMb3;441;
WMb3-08;frag vesc;hl;3;;;WMb3;449;
WMb3-08;gale mont;hl;3;;;WMb3;612; | Changed lami gale mont To gale mont 2012-11-27 18:47:11
WMb3-08;gali albu;hl;3;;;WMb3;1127;
WMb3-08;gera sylv;hl;5;;;WMb3;492;
WMb3-08;geum riva;hl;3;;;WMb3;494;
WMb3-08;hell nige;hl;2;;;WMb3;519;
WMb3-08;hype macu;hl;3;;;WMb3;580;
WMb3-08;luzu sylv sylv;hl;3;;;WMb3;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb3-08;phle prat;hl;4;;;WMb3;764; | Changed phle prat prat To phle prat 2012-11-27 18:47:00
WMb3-08;phle rhae;hl;3;;;WMb3;765;
WMb3-08;phyt spic;hl;2;;;WMb3;771;
WMb3-08;poa nemo;hl;5;;;WMb3;797;
WMb3-08;ranu nemo;hl;3;;;WMb3;877;
WMb3-08;rubu idae;hl;3;;;WMb3;912;
WMb3-08;sene ovat ovat;hl;4;;;WMb3;983; | Changed sene ovat To sene ovat ovat 2012-11-27 18:47:13
WMb3-08;sile dioi;hl;3;;;WMb3;688;
WMb3-08;sile lati alba;hl;2;;;WMb3;1144; | Changed sile alba To sile lati alba 2012-11-27 18:47:23
WMb3-08;soli virg virg;hl;3;;;WMb3;1003; | Changed soli virg To soli virg virg 2012-11-27 18:47:06
WMb3-08;sorb aucu aucu;hl;2;;;WMb3;1005;
WMb3-08;stel gram;hl;2;;;WMb3;1015;
WMb3-08;vacc myrt;hl;2;;;WMb3;1080;
WMb3-08;vale trip;hl;2;;;WMb3;1088;
WMb3-08;vero cham cham;hl;3;;;WMb3;1099;
WMb3-08;viol bifl;hl;3;;;WMb3;1118;
WMb3-09;ajug rept;hl;3;;;WMb3;31;
WMb3-09;alch spec ies;hl;2;;;WMb3;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
WMb3-09;anem nemo;hl;2;;;WMb3;83;
WMb3-09;apos foet;hl;3;;;WMb3;99;
WMb3-09;athy fili;hl;1;;;WMb3;137; | Changed athy fili femi To athy fili 2012-11-27 18:47:22
WMb3-09;bell pere;hl;2;;;WMb3;144;
WMb3-09;cala vari;hl;5;;;WMb3;171;
WMb3-09;camp sche;hl;2;;;WMb3;187;
WMb3-09;card enne;hl;1;;;WMb3;348; | Changed dent enne To card enne 2012-11-27 18:47:06
WMb3-09;care ferr;hl;3;;;WMb3;220;
WMb3-09;care orni elon;hl;2;;;WMb3;234;
WMb3-09;chae hirs;hl;3;;;WMb3;276; | Changed chae hirs hirs To chae hirs 2012-11-27 18:47:00
WMb3-09;conv maja maja;hl;1;;;WMb3;303; | Changed conv maja To conv maja maja 2012-11-27 18:47:23
WMb3-09;dact glom glom;hl;3;;;WMb3;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
WMb3-09;desc cesp;hl;4;;;WMb3;350;
WMb3-09;dryo fili;hl;1;;;WMb3;375; | Changed dryo fili mas To dryo fili 2012-11-27 18:47:23
WMb3-09;fest nigr cens;hl;3;;;WMb3;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
WMb3-09;frag vesc;hl;3;;;WMb3;449;
WMb3-09;gali albu;hl;2;;;WMb3;1127;
WMb3-09;gent pann;hl;1;;;WMb3;482;
WMb3-09;gera sylv;hl;4;;;WMb3;492;
WMb3-09;geum riva;hl;3;;;WMb3;494;
WMb3-09;hype macu;hl;3;;;WMb3;580;
WMb3-09;luzu sylv sylv;hl;4;;;WMb3;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb3-09;mela sylv;hl;2;;;WMb3;687;
WMb3-09;moli caer;hl;4;;;WMb3;709;
WMb3-09;peuc ostr;hl;3;;;WMb3;760;
WMb3-09;phle prat;hl;3;;;WMb3;764; | Changed phle prat prat To phle prat 2012-11-27 18:47:00
WMb3-09;poa alpi;hl;3;;;WMb3;789;
WMb3-09;poa nemo;hl;2;;;WMb3;797;
WMb3-09;poa triv;hl;3;;;WMb3;801;
WMb3-09;prun vulg;hl;2;;;WMb3;850;
WMb3-09;ranu acri acri;hl;3;;;WMb3;868;
WMb3-09;ranu nemo;hl;3;;;WMb3;877;
WMb3-09;ranu repe;hl;2;;;WMb3;882;
WMb3-09;rubu idae;hl;1;;;WMb3;912;
WMb3-09;rume acet osa;hl;2;;;WMb3;914; | Changed rume acet To rume acet osa 2012-11-27 18:47:02
WMb3-09;rume alpi;hl;1;;;WMb3;915;
WMb3-09;saxi rotu;hl;2;;;WMb3;960;
WMb3-09;sene ovat ovat;hl;3;;;WMb3;983; | Changed sene ovat To sene ovat ovat 2012-11-27 18:47:13
WMb3-09;sile dioi;hl;3;;;WMb3;688;
WMb3-09;soli virg virg;hl;3;;;WMb3;1003; | Changed soli virg To soli virg virg 2012-11-27 18:47:06
WMb3-09;trif prat prat;hl;2;;;WMb3;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
WMb3-09;trif repe repe;hl;3;;;WMb3;1067;
WMb3-09;vacc myrt;hl;2;;;WMb3;1080;
WMb3-09;vera albu slat;hl;1;;;WMb3;1090; | Changed vera albu To vera albu slat 2012-11-27 18:47:05
WMb3-09;vero cham cham;hl;3;;;WMb3;1099;
WMb3-09;viol bifl;hl;3;;;WMb3;1118;
WMb3-10;aden alpi;hl;2;;;WMb3;17; | Changed aden glab To aden alpi 2012-11-27 18:47:07
WMb3-10;anth odor;hl;3;;;WMb3;93;
WMb3-10;apos foet;hl;3;;;WMb3;99;
WMb3-10;bell mich;hl;2;;;WMb3;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb3-10;blec spic;hl;1;;;WMb3;152;
WMb3-10;care ferr;hl;4;;;WMb3;220;
WMb3-10;chae hirs;hl;3;;;WMb3;276; | Changed chae hirs hirs To chae hirs 2012-11-27 18:47:00
WMb3-10;dact glom glom;hl;4;;;WMb3;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
WMb3-10;desc cesp;hl;5;;;WMb3;350;
WMb3-10;fest nigr cens;hl;4;;;WMb3;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
WMb3-10;fest rubr rubr;hl;3;;;WMb3;445;
WMb3-10;frag vesc;hl;3;;;WMb3;449;
WMb3-10;gali anis;hl;3;;;WMb3;458;
WMb3-10;gent punc;hl;3;;;WMb3;483;
WMb3-10;gera sylv;hl;5;;;WMb3;492;
WMb3-10;hier muro;hl;3;;;WMb3;547;
WMb3-10;homo alpi;hl;3;;;WMb3;571;
WMb3-10;lotu corn corn;hl;3;;;WMb3;658;
WMb3-10;luzu sylv sylv;hl;4;;;WMb3;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb3-10;mela sylv;hl;3;;;WMb3;687;
WMb3-10;nard stri;hl;5;;;WMb3;718;
WMb3-10;phle rhae;hl;3;;;WMb3;765;
WMb3-10;pote aure;hl;3;;;WMb3;832;
WMb3-10;pote erec;hl;3;;;WMb3;837;
WMb3-10;ranu nemo;hl;3;;;WMb3;877;
WMb3-10;sene ovat ovat;hl;2;;;WMb3;983; | Changed sene ovat To sene ovat ovat 2012-11-27 18:47:13
WMb3-10;thym prae poly;hl;3;;;WMb3;1047;
WMb3-10;trif prat prat;hl;3;;;WMb3;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
WMb3-10;trol euro;hl;3;;;WMb3;1074;
WMb3-10;vacc myrt;hl;4;;;WMb3;1080;
WMb3-10;vero cham cham;hl;3;;;WMb3;1099;
WMb3-10;will stip stip;hl;3;;;WMb3;1125; | Changed will stip To will stip stip 2012-11-27 18:47:06
WMb4-01;anth odor;hl;3;;;WMb4;93;
WMb4-01;bart alpi;hl;1;;;WMb4;143;
WMb4-01;bell mich;hl;3;;;WMb4;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb4-01;camp sche;hl;1;;;WMb4;187;
WMb4-01;care ferr;hl;7;;;WMb4;220;
WMb4-01;care semp semp;hl;4;;;WMb4;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
WMb4-01;crep alpe;hl;3;;;WMb4;314;
WMb4-01;gali anis;hl;3;;;WMb4;458;
WMb4-01;hier bifi;hl;2;;;WMb4;527;
WMb4-01;homo alpi;hl;3;;;WMb4;571;
WMb4-01;lotu corn corn;hl;3;;;WMb4;658;
WMb4-01;luzu glab;hl;3;;;WMb4;662;
WMb4-01;mute adon;hl;4;;;WMb4;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
WMb4-01;pers vivi;hl;3;;;WMb4;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
WMb4-01;phyt orbi;hl;3;;;WMb4;770;
WMb4-01;ping alpi;hl;2;;;WMb4;775;
WMb4-01;pinu mugo;hl;1;;;WMb4;778;
WMb4-01;poly cham;hl;3;;;WMb4;805;
WMb4-01;ranu alpe;hl;3;;;WMb4;869;
WMb4-01;ranu mont;hl;4;;;WMb4;876;
WMb4-01;rhod hirs;hl;3;;;WMb4;896;
WMb4-01;sali retu;hl;3;;;WMb4;936;
WMb4-01;sela sela;hl;2;;;WMb4;975;
WMb4-01;sesl caer;hl;4;;;WMb4;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
WMb4-01;sold alpi;hl;3;;;WMb4;1000;
WMb4-01;trol euro;hl;3;;;WMb4;1074;
WMb4-01;lari deci deci;sl;4;;;WMb4;615;
WMb4-02;anth odor;hl;3;;;WMb4;93;
WMb4-02;arab bell;hl;2;;;WMb4;103; | Changed arab pumi bell To arab bell 2012-11-27 18:47:13
WMb4-02;bart alpi;hl;3;;;WMb4;143;
WMb4-02;bell mich;hl;3;;;WMb4;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb4-02;bisc laev laev;hl;3;;;WMb4;151;
WMb4-02;camp sche;hl;3;;;WMb4;187;
WMb4-02;care ferr;hl;7;;;WMb4;220;
WMb4-02;care semp semp;hl;4;;;WMb4;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
WMb4-02;crep aure aure;hl;3;;;WMb4;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
WMb4-02;gali anis;hl;2;;;WMb4;458;
WMb4-02;gali nori;hl;3;;;WMb4;462;
WMb4-02;gent vern vern;hl;2;;;WMb4;486;
WMb4-02;hier bifi;hl;3;;;WMb4;527;
WMb4-02;homo alpi;hl;3;;;WMb4;571;
WMb4-02;hupe sela;hl;2;;;WMb4;578;
WMb4-02;junc mona;hl;4;;;WMb4;599; | Changed junc trif mona To junc mona 2012-11-27 18:47:10
WMb4-02;lotu corn corn;hl;4;;;WMb4;658;
WMb4-02;luzu glab;hl;3;;;WMb4;662;
WMb4-02;mute adon;hl;3;;;WMb4;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
WMb4-02;parn palu;hl;2;;;WMb4;748;
WMb4-02;pers vivi;hl;3;;;WMb4;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
WMb4-02;phyt orbi;hl;3;;;WMb4;770;
WMb4-02;ping alpi;hl;3;;;WMb4;775;
WMb4-02;ranu alpe;hl;3;;;WMb4;869;
WMb4-02;ranu mont;hl;4;;;WMb4;876;
WMb4-02;sali retu;hl;2;;;WMb4;936;
WMb4-02;sela sela;hl;3;;;WMb4;975;
WMb4-02;sesl caer;hl;6;;;WMb4;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
WMb4-02;sold alpi;hl;3;;;WMb4;1000;
WMb4-02;viol bifl;hl;3;;;WMb4;1118;
WMb4-02;lari deci deci;sl;2;;;WMb4;615;
WMb4-03;anth odor;hl;3;;;WMb4;93;
WMb4-03;bell mich;hl;3;;;WMb4;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb4-03;bisc laev laev;hl;3;;;WMb4;151;
WMb4-03;cala vari;hl;2;;;WMb4;171;
WMb4-03;camp sche;hl;3;;;WMb4;187;
WMb4-03;care ferr;hl;6;;;WMb4;220;
WMb4-03;care semp semp;hl;4;;;WMb4;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
WMb4-03;crep aure aure;hl;3;;;WMb4;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
WMb4-03;fest nigr cens;hl;2;;;WMb4;437; | Changed fest nigr To fest nigr cens 2012-11-27 18:46:57
WMb4-03;gali anis;hl;3;;;WMb4;458;
WMb4-03;homo alpi;hl;3;;;WMb4;571;
WMb4-03;hupe sela;hl;1;;;WMb4;578;
WMb4-03;lotu corn corn;hl;3;;;WMb4;658;
WMb4-03;luzu glab;hl;3;;;WMb4;662;
WMb4-03;luzu sylv sylv;hl;2;;;WMb4;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb4-03;mute adon;hl;4;;;WMb4;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
WMb4-03;pers vivi;hl;3;;;WMb4;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
WMb4-03;phyt orbi;hl;3;;;WMb4;770;
WMb4-03;pimp majo slat;hl;3;;;WMb4;773; | Changed pimp majo To pimp majo slat 2012-11-27 18:46:56
WMb4-03;pote aure;hl;3;;;WMb4;832;
WMb4-03;ranu alpe;hl;2;;;WMb4;869;
WMb4-03;ranu mont;hl;4;;;WMb4;876;
WMb4-03;rhod hirs;hl;2;;;WMb4;896;
WMb4-03;sali retu;hl;3;;;WMb4;936;
WMb4-03;sela sela;hl;2;;;WMb4;975;
WMb4-03;sesl caer;hl;4;;;WMb4;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
WMb4-03;sold alpi;hl;3;;;WMb4;1000;
WMb4-03;tofi caly;hl;3;;;WMb4;1051;
WMb4-03;trol euro;hl;4;;;WMb4;1074;
WMb4-03;viol bifl;hl;3;;;WMb4;1118;
WMb4-04;alch spec ies;hl;3;;;WMb4;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
WMb4-04;anth odor;hl;3;;;WMb4;93;
WMb4-04;bart alpi;hl;3;;;WMb4;143;
WMb4-04;bell mich;hl;3;;;WMb4;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb4-04;camp sche;hl;2;;;WMb4;187;
WMb4-04;care ferr;hl;4;;;WMb4;220;
WMb4-04;care semp semp;hl;5;;;WMb4;249; | Changed care semp To care semp semp 2012-11-27 18:46:57
WMb4-04;crep aure aure;hl;3;;;WMb4;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
WMb4-04;dact glom glom;hl;3;;;WMb4;337; | Changed dact glom To dact glom glom 2012-11-27 18:46:56
WMb4-04;desc cesp;hl;4;;;WMb4;350;
WMb4-04;gali anis;hl;3;;;WMb4;458;
WMb4-04;gent vern vern;hl;2;;;WMb4;486;
WMb4-04;homo alpi;hl;3;;;WMb4;571;
WMb4-04;leon hisp hisp;hl;3;;;WMb4;630;
WMb4-04;luzu glab;hl;4;;;WMb4;662;
WMb4-04;mute adon;hl;4;;;WMb4;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
WMb4-04;pers vivi;hl;4;;;WMb4;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
WMb4-04;ping alpi;hl;2;;;WMb4;775;
WMb4-04;pinu mugo;hl;2;;;WMb4;778;
WMb4-04;pote aure;hl;3;;;WMb4;832;
WMb4-04;ranu alpe;hl;2;;;WMb4;869;
WMb4-04;ranu mont;hl;2;;;WMb4;876;
WMb4-04;rhod hirs;hl;3;;;WMb4;896;
WMb4-04;sesl caer;hl;7;;;WMb4;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
WMb4-04;sold alpi;hl;3;;;WMb4;1000;
WMb4-04;tofi caly;hl;3;;;WMb4;1051;
WMb4-04;trif prat prat;hl;3;;;WMb4;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
WMb4-04;trol euro;hl;5;;;WMb4;1074;
WMb4-04;vacc myrt;hl;2;;;WMb4;1080;
WMb4-04;viol bifl;hl;1;;;WMb4;1118;
WMb4-05;alch spec ies;hl;3;;;WMb4;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
WMb4-05;anth odor;hl;3;;;WMb4;93;
WMb4-05;bart alpi;hl;2;;;WMb4;143;
WMb4-05;bell mich;hl;3;;;WMb4;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb4-05;camp sche;hl;3;;;WMb4;187;
WMb4-05;care ferr;hl;6;;;WMb4;220;
WMb4-05;care orni orni;hl;2;;;WMb4;235;
WMb4-05;crep aure aure;hl;3;;;WMb4;315; | Changed crep aure To crep aure aure 2012-11-27 18:47:04
WMb4-05;desc cesp;hl;5;;;WMb4;350;
WMb4-05;gymn cono cono;hl;1;;;WMb4;506; | Changed gymn cono To gymn cono cono 2012-11-27 18:46:57
WMb4-05;hier bifi;hl;2;;;WMb4;527;
WMb4-05;homo alpi;hl;3;;;WMb4;571;
WMb4-05;luzu glab;hl;3;;;WMb4;662;
WMb4-05;luzu sylv sylv;hl;3;;;WMb4;669; | Changed luzu sylv To luzu sylv sylv 2012-11-27 18:47:05
WMb4-05;mute adon;hl;4;;;WMb4;638; | Changed ligu muta To mute adon 2012-11-27 18:47:08
WMb4-05;pers vivi;hl;1;;;WMb4;816; | Changed poly vivi To pers vivi 2012-11-27 18:46:56
WMb4-05;pote aure;hl;1;;;WMb4;832;
WMb4-05;ranu mont;hl;4;;;WMb4;876;
WMb4-05;rhin glac;hl;2;;;WMb4;893;
WMb4-05;sali wald;hl;2;;;WMb4;939;
WMb4-05;sesl caer;hl;4;;;WMb4;986; | Changed sesl albi To sesl caer 2012-11-27 18:46:58
WMb4-05;tofi caly;hl;3;;;WMb4;1051;
WMb4-05;trif prat prat;hl;3;;;WMb4;1066; | Changed trif prat To trif prat prat 2012-11-27 18:46:57
WMb4-05;trol euro;hl;5;;;WMb4;1074;
WMb4-05;vera albu slat;hl;1;;;WMb4;1090; | Changed vera albu To vera albu slat 2012-11-27 18:47:05
WMb4-05;viol bifl;hl;1;;;WMb4;1118;
WMb4-06;alch spec ies;hl;5;;;WMb4;58; | Changed alch vulg To alch spec ies 2012-11-27 18:46:55
WMb4-06;anth odor;hl;3;;;WMb4;93;
WMb4-06;bell mich;hl;2;;;WMb4;129; | Changed aste bell To bell mich 2012-11-27 18:47:03
WMb4-06;bisc laev laev;hl;2;;;WMb4;151;
WMb4-06;camp sche;hl;3;;;WMb4;187;
WMb4-06;card enne;hl;3;;;WMb4;348; | Changed dent enne To card enne 2012-11-27 18:47:06
