"plot";"abbr";"layer";"cov";"voucher.flag";"voucher";"sheets";"history"
"tg9a";"amel oval";"sl";"+";;;;
"tg9a";"anth ramo";"hl";"+";;;;
"tg9a";"berb vulg";"hl";"+";;;;
"tg9a";"berb vulg";"sl";"+";;;;
"tg9a";"brac rupe";"hl";"+";;;;
"tg9a";"cala vari";"hl";"+";;;;
"tg9a";"care alba";"hl";"2m";;;;
"tg9a";"ceph long";"hl";"+";;;;
"tg9a";"cory avel";"hl";"1";;;;
"tg9a";"crat mono";"hl";"+";;;;
"tg9a";"crat mono";"sl";"+";;;;
"tg9a";"dory germ";"hl";"+";;;;
"tg9a";"epip hell slat";"hl";"+";;;;" | Changed epip hell To epip hell slat 2012-11-27 16:08:03"
"tg9a";"eric carn";"hl";"5";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tg9a";"euph cypa";"hl";"+";;;;
"tg9a";"frag mosc";"hl";"+";;;;
"tg9a";"frag vesc";"hl";"+";;;;
"tg9a";"fran alnu";"hl";"1";;;;
"tg9a";"fran alnu";"sl";"1";;;;
"tg9a";"gali bore";"hl";"+";;;;
"tg9a";"gali luci";"hl";"+";;;;
"tg9a";"hier muro";"hl";"+";;;;" | Changed hier sylv To hier muro 2012-11-27 16:08:03"
"tg9a";"hylo sple";"ml";"+";;;;
"tg9a";"jugl regi";"hl";"+";;;;
"tg9a";"jugl regi";"sl";"+";;;;
"tg9a";"juni comm comm";"hl";"2m";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg9a";"juni comm comm";"sl";"2a";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg9a";"leon hisp hyos";"hl";"+";;;;" | Changed leon hyos To leon hisp hyos 2012-11-27 16:08:07"
"tg9a";"leon inca";"hl";"+";;;;
"tg9a";"ligu vulg";"hl";"+";;;;
"tg9a";"loni xylo";"hl";"+";;;;
"tg9a";"loni xylo";"sl";"+";;;;
"tg9a";"mela prat";"hl";"+";;;;
"tg9a";"pice abie";"hl";"+";;;;
"tg9a";"pice abie";"sl";"+";;;;
"tg9a";"pice abie";"tl";"+";;;;
"tg9a";"pinu sylv";"tl";"4";;;;
"tg9a";"pleu schr";"ml";"2a";;;;
"tg9a";"poly cham";"hl";"1";;;;
"tg9a";"pote erec";"hl";"+";;;;
"tg9a";"rham saxa saxa";"hl";"+";;;;" | Changed rham saxa To rham saxa saxa 2012-11-27 16:08:08"
"tg9a";"rhyt triq";"ml";"2m";;;;
"tg9a";"rosa micr";"hl";"+";;;;
"tg9a";"soli virg virg";"hl";"+";;;;" | Changed soli virg To soli virg virg 2012-11-27 16:08:03"
"tg9a";"sorb aria";"hl";"+";;;;
"tg9a";"sorb aucu aucu";"hl";"+";;;;" | Changed sorb aucu To sorb aucu aucu 2012-11-27 16:08:07"
"tg9a";"teuc mont";"hl";"+";;;;
"tg9a";"vinc hiru";"hl";"+";;;;
"tg9a";"viol hirt";"hl";"r";;;;
"tg9a";"visc laxu laxu";"tl";"2m";;;;" | Changed visc laxu To visc laxu laxu 2012-11-27 16:08:06"
"tg9b";"achn cala";"hl";"2a";;;;
"tg9b";"amel oval";"hl";"+";;;;
"tg9b";"anth ramo";"hl";"+";;;;
"tg9b";"berb vulg";"hl";"+";;;;
"tg9b";"berb vulg";"sl";"+";;;;
"tg9b";"bisc laev laev";"hl";"+";;;;" | Changed bisc laev To bisc laev laev 2012-11-27 16:08:05"
"tg9b";"buph sali";"hl";"2a";;;;
"tg9b";"camp rotu";"hl";"+";;;;
"tg9b";"card defl viri";"hl";"1";;;;" | Changed card defl To card defl viri 2012-11-27 16:08:03"
"tg9b";"care humi";"hl";"2b";;;;
"tg9b";"carl vulg vulg";"hl";"+";;;;" | Changed carl vulg To carl vulg vulg 2012-11-27 16:08:03"
"tg9b";"cory avel";"hl";"+";;;;
"tg9b";"dory germ";"hl";"2a";;;;
"tg9b";"epip atro";"hl";"1";;;;
"tg9b";"epip hell atro";"hl";"+";;;;" | Changed epip x sc To epip hell atro 2012-11-27 16:08:06"
"tg9b";"eric carn";"hl";"4";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tg9b";"euph cypa";"hl";"+";;;;
"tg9b";"fran alnu";"hl";"+";;;;
"tg9b";"glob cord";"hl";"+";;;;
"tg9b";"good repe";"hl";"r";;;;
"tg9b";"hier bifi";"hl";"1";;;;
"tg9b";"hier pilo ides";"hl";"+";;;;" | Changed hier pilo To hier pilo ides 2012-11-27 16:08:08"
"tg9b";"chlo stat";"hl";"+";;;;" | Changed hier stat To chlo stat 2012-11-27 16:08:08"
"tg9b";"juni comm comm";"hl";"1";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg9b";"juni comm comm";"sl";"+";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg9b";"lact pere";"hl";"1";;;;
"tg9b";"leon hisp hyos";"hl";"1";;;;" | Changed leon hyos To leon hisp hyos 2012-11-27 16:08:07"
"tg9b";"leon inca";"hl";"1";;;;
"tg9b";"mela sylv";"hl";"+";;;;
"tg9b";"pinu sylv";"hl";"1";;;;
"tg9b";"pinu sylv";"sl";"2b";;;;
"tg9b";"pinu sylv";"tl";"3";;;;
"tg9b";"pleu schr";"ml";"+";;;;
"tg9b";"poly cham";"hl";"+";;;;
"tg9b";"prun cera ifera";"hl";"r";;;;" | Changed prun cers To prun cera ifera 2012-11-27 16:08:07"
"tg9b";"rham saxa saxa";"hl";"+";;;;" | Changed rham saxa To rham saxa saxa 2012-11-27 16:08:08"
"tg9b";"sali elea elea";"hl";"+";;;;" | Changed sali elea To sali elea elea 2012-11-27 16:08:07"
"tg9b";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tg9b";"soli virg virg";"hl";"+";;;;" | Changed soli virg To soli virg virg 2012-11-27 16:08:03"
"tg9b";"teuc mont";"hl";"1";;;;
"tg9b";"tort tort";"hl";"2a";;;;
"tg9b";"vacc viti";"hl";"+";;;;
"tg9b";"vinc hiru";"hl";"1";;;;
"tg9b";"visc laxu laxu";"tl";"+";;;;" | Changed visc laxu To visc laxu laxu 2012-11-27 16:08:06"
"tg9c";"achn cala";"hl";"1";;;;
"tg9c";"amel oval";"hl";"+";;;;
"tg9c";"anth ramo";"hl";"+";;;;
"tg9c";"berb vulg";"hl";"+";;;;
"tg9c";"berb vulg";"sl";"+";;;;
"tg9c";"bisc laev laev";"hl";"+";;;;" | Changed bisc laev To bisc laev laev 2012-11-27 16:08:05"
"tg9c";"buph sali";"hl";"1";;;;
"tg9c";"camp rotu";"hl";"+";;;;
"tg9c";"care humi";"hl";"2a";;;;
"tg9c";"carl vulg vulg";"hl";"+";;;;" | Changed carl vulg To carl vulg vulg 2012-11-27 16:08:03"
"tg9c";"dicr scop";"ml";"+";;;;
"tg9c";"dory germ";"hl";"1";;;;
"tg9c";"epip atro";"hl";"+";;;;
"tg9c";"epip hell atro";"hl";"+";;;;" | Changed epip x sc To epip hell atro 2012-11-27 16:08:06"
"tg9c";"eric carn";"hl";"5";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tg9c";"euph sali";"hl";"+";;;;
"tg9c";"fran alnu";"hl";"2m";;;;
"tg9c";"hier bifi";"hl";"+";;;;
"tg9c";"hipp como";"hl";"+";;;;
"tg9c";"jugl regi";"hl";"r";;;;
"tg9c";"juni comm comm";"hl";"2a";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg9c";"juni comm comm";"sl";"+";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg9c";"leon hisp hyos";"hl";"+";;;;" | Changed leon hyos To leon hisp hyos 2012-11-27 16:08:07"
"tg9c";"leon inca";"hl";"+";;;;
"tg9c";"mela prat";"hl";"+";;;;
"tg9c";"pinu sylv";"hl";"2a";;;;
"tg9c";"pinu sylv";"sl";"2b";;;;
"tg9c";"pinu sylv";"tl";"3";;;;
"tg9c";"pleu schr";"ml";"2m";;;;
"tg9c";"poly cham";"hl";"1";;;;
"tg9c";"rhyt triq";"ml";"1";;;;
"tg9c";"rosa micr";"hl";"+";"voucher";"23";;
"tg9c";"scle puru";"ml";"1";;;;
"tg9c";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tg9c";"soli virg virg";"hl";"+";;;;" | Changed soli virg To soli virg virg 2012-11-27 16:08:03"
"tg9c";"sorb aria";"hl";"+";;;;
"tg9c";"teuc mont";"hl";"+";;;;
"tg9c";"vacc viti";"hl";"1";;;;
"tg9c";"vinc hiru";"hl";"1";;;;
"tg9c";"visc laxu laxu";"tl";"+";;;;" | Changed visc laxu To visc laxu laxu 2012-11-27 16:08:06"
"tgq1";"briz medi";"hl";"+";;;;
"tgq1";"call cusp";"ml";"1";;;;
"tgq1";"calt palu";"hl";"+";;;;
"tgq1";"care dava";"hl";"1";;;;
"tgq1";"care elat";"hl";"2b";;;;
"tgq1";"care flav aggr";"hl";"1";;;;" | Changed care flav To care flav aggr 2012-11-27 16:08:08"
"tgq1";"care host";"hl";"+";;;;
"tgq1";"care lepi";"hl";"2a";;;;
"tgq1";"care oede";"hl";"+";;;;
"tgq1";"care pani";"hl";"2a";;;;
"tgq1";"cirs palu";"hl";"+";;;;
"tgq1";"dact inca inca";"hl";"+";;;;" | Changed dact inca To dact inca inca 2012-11-27 16:08:06"
"tgq1";"scor coss";"ml";"1";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgq1";"epip palu";"hl";"1";;;;
"tgq1";"fest tric";"hl";"1";;;;
"tgq1";"gali ulig";"hl";"+";;;;
"tgq1";"gymn cono cono";"hl";"+";;;;" | Changed gymn cono To gymn cono cono 2012-11-27 16:08:05"
"tgq1";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tgq1";"lysi vulg";"hl";"+";;;;
"tgq1";"meny trif";"hl";"2a";;;;
"tgq1";"moli caer aggr";"hl";"2a";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq1";"parn palu";"hl";"1";;;;
"tgq1";"pedi palu palu";"hl";"r";;;;" | Changed pedi palu To pedi palu palu 2012-11-27 16:08:08"
"tgq1";"phra aust";"hl";"2m";;;;
"tgq1";"pinu sylv";"hl";"+";;;;
"tgq1";"prim fari";"hl";"+";;;;
"tgq1";"prun vulg";"hl";"+";;;;
"tgq1";"ranu nemo";"hl";"+";;;;
"tgq1";"sali repe rosm";"hl";"+";;;;" | Changed sali rosm To sali repe rosm 2012-11-27 16:08:05"
"tgq1";"scho ferr";"hl";"+";;;;
"tgq1";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq1";"succ prat";"hl";"1";;;;
"tgq1";"tome nite";"ml";"2b";;;;
"tgq1";"vale dioi dioi";"hl";"1";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgq10";"briz medi";"hl";"+";;;;
"tgq10";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgq10";"care dava";"hl";"+";;;;
"tgq10";"care lepi";"hl";"2a";"voucher";"18";;
"tgq10";"care pani";"hl";"1";;;;
"tgq10";"care pani pani";"hl";"1";;;;" | Changed care pann To care pani pani 2012-11-27 16:08:06"
"tgq10";"cirs arve";"hl";"+";;;;
"tgq10";"epil palu";"hl";"+";;;;
"tgq10";"equi fluv";"hl";"+";;;;
"tgq10";"equi palu";"hl";"+";;;;
"tgq10";"equi vari";"hl";"+";;;;
"tgq10";"erio lati";"hl";"1";;;;
"tgq10";"fest rubr slat";"hl";"+";;;;" | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05"
"tgq10";"fest tric";"hl";"+";;;;
"tgq10";"gali ulig";"hl";"+";;;;
"tgq10";"junc arti";"hl";"1";;;;
"tgq10";"linu cath";"hl";"+";;;;
"tgq10";"moli caer aggr";"hl";"2b";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq10";"palu comm comm";"ml";"2b";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgq10";"palu comm falc";"ml";"+";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq10";"parn palu";"hl";"1";;;;
"tgq10";"phra aust";"hl";"+";;;;
"tgq10";"pote erec";"hl";"+";;;;
"tgq10";"prim fari";"hl";"+";;;;
"tgq10";"sali myrs";"hl";"+";;;;
"tgq10";"scho ferr";"hl";"4";;;;
"tgq10";"sela sela";"hl";"+";;;;
"tgq10";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq10";"lotu mari sili";"hl";"+";;;;" | Changed tetr mari To lotu mari sili 2012-11-27 16:08:08"
"tgq10";"tofi caly";"hl";"+";;;;
"tgq10";"vale dioi dioi";"hl";"+";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgq10";"vici crac";"hl";"+";;;;
"tgq11";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgq11";"call cusp";"ml";"3";;;;
"tgq11";"camp stel";"ml";"1";;;;
"tgq11";"care flac";"hl";"+";;;;
"tgq11";"care pani pani";"hl";"+";;;;" | Changed care pann To care pani pani 2012-11-27 16:08:06"
"tgq11";"cent jace jace";"hl";"+";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tgq11";"cirs oler";"hl";"+";;;;
"tgq11";"fest giga";"hl";"+";;;;
"tgq11";"geum riva";"hl";"+";;;;
"tgq11";"junc subn";"hl";"4";;;;
"tgq11";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tgq11";"lotu corn";"hl";"+";;;;
"tgq11";"lysi vulg";"hl";"+";;;;
"tgq11";"lyth sali";"hl";"1";;;;
"tgq11";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq11";"palu comm falc";"ml";"+";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq11";"parn palu";"hl";"+";;;;
"tgq11";"phra aust";"hl";"+";;;;
"tgq11";"plan lanc";"hl";"+";;;;
"tgq11";"pers bist";"hl";"+";;;;" | Changed poly bist To pers bist 2012-11-27 16:08:05"
"tgq11";"pote erec";"hl";"1";;;;
"tgq11";"tome nite";"ml";"1";;;;
"tgq11";"vale dioi dioi";"hl";"+";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgq11";"vici crac";"hl";"+";;;;
"tgq2";"call cusp";"ml";"2a";;;;
"tgq2";"care elat";"hl";"4";;;;
"tgq2";"care flav aggr";"hl";"+";;;;" | Changed care flav To care flav aggr 2012-11-27 16:08:08"
"tgq2";"erio lati";"hl";"+";;;;
"tgq2";"gali palu palu";"hl";"1";;;;" | Changed gali palu To gali palu palu 2012-11-27 16:08:05"
"tgq2";"junc alpi alpi";"hl";"+";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
"tgq2";"lyco euro euro";"hl";"+";;;;" | Changed lyco euro e To lyco euro euro 2012-11-27 16:08:09"
"tgq2";"ment vert";"hl";"+";;;;" | Changed ment x ve To ment vert 2012-11-27 16:08:09"
"tgq2";"meny trif";"hl";"2m";;;;
"tgq2";"pice abie";"hl";"+";;;;
"tgq2";"scor scor";"ml";"1";;;;
"tgq2";"tome nite";"ml";"2a";;;;
"tgq3";"betu pube slat";"hl";"+";;;;" | Changed betu pube To betu pube slat 2012-11-27 16:08:09"
"tgq3";"briz medi";"hl";"+";;;;
"tgq3";"call cusp";"ml";"1";;;;
"tgq3";"camp stel";"ml";"+";;;;
"tgq3";"care dava";"hl";"1";;;;
"tgq3";"care flac";"hl";"+";;;;
"tgq3";"care host";"hl";"+";;;;
"tgq3";"care lepi";"hl";"+";;;;
"tgq3";"care pani";"hl";"1";;;;
"tgq3";"cirs arve";"hl";"+";;;;
"tgq3";"cirs palu";"hl";"+";;;;
"tgq3";"scor coss";"ml";"2a";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgq3";"epip palu";"hl";"+";;;;
"tgq3";"equi palu";"hl";"+";;;;
"tgq3";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tgq3";"fest tric";"hl";"2a";;;;
"tgq3";"gali bore";"hl";"+";;;;
"tgq3";"junc arti";"hl";"1";;;;
"tgq3";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tgq3";"lotu corn";"hl";"+";;;;
"tgq3";"meny trif";"hl";"+";;;;
"tgq3";"moli caer aggr";"hl";"2a";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq3";"palu comm comm";"ml";"2a";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgq3";"palu comm falc";"ml";"+";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq3";"parn palu";"hl";"+";;;;
"tgq3";"phra aust";"hl";"2a";;;;
"tgq3";"pice abie";"hl";"+";;;;
"tgq3";"ping vulg";"hl";"+";;;;
"tgq3";"pers vivi";"hl";"+";;;;" | Changed poly vivi To pers vivi 2012-11-27 16:08:06"
"tgq3";"pote erec";"hl";"2a";;;;
"tgq3";"prim fari";"hl";"+";;;;
"tgq3";"sali cine";"hl";"1";;;;
"tgq3";"sang offi";"hl";"+";;;;
"tgq3";"scho ferr";"hl";"1";;;;
"tgq3";"sela sela";"hl";"+";;;;
"tgq3";"succ prat";"hl";"+";;;;
"tgq3";"tome nite";"ml";"2a";;;;
"tgq3";"vale dioi dioi";"hl";"+";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgq4";"bryu pseu pseu";"ml";"2b";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tgq4";"care flac";"hl";"2a";;;;
"tgq4";"care oede";"hl";"+";;;;
"tgq4";"cirs oler";"hl";"+";;;;
"tgq4";"cirs rivu";"hl";"2m";;;;
"tgq4";"crep palu";"hl";"1";;;;
"tgq4";"desc cesp";"hl";"2a";;;;
"tgq4";"scor revo";"ml";"+";;;;" | Changed drep revo To scor revo 2012-11-27 16:08:05"
"tgq4";"equi palu";"hl";"1";;;;
"tgq4";"equi vari";"hl";"1";;;;
"tgq4";"mela sylv";"hl";"+";;;;
"tgq4";"palu comm comm";"ml";"5";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgq4";"palu deci";"ml";"+";;;;
"tgq4";"ping alpi";"hl";"1";"voucher";"28";"2";
"tgq4";"sesl caer";"hl";"2a";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq4";"tuss farf";"hl";"1";;;;
"tgq5";"bell mich";"hl";"1";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgq5";"call cusp";"ml";"+";;;;
"tgq5";"camp stel";"ml";"+";;;;
"tgq5";"care lepi";"hl";"+";;;;
"tgq5";"care pani";"hl";"2a";;;;
"tgq5";"cirs oler";"hl";"+";;;;
"tgq5";"scor revo";"ml";"1";;;;" | Changed drep revo To scor revo 2012-11-27 16:08:05"
"tgq5";"dros angl";"hl";"+";;;;
"tgq5";"equi vari";"hl";"+";;;;
"tgq5";"erio lati";"hl";"+";;;;
"tgq5";"gent ascl";"hl";"+";;;;
"tgq5";"junc arti";"hl";"+";;;;
"tgq5";"moli caer aggr";"hl";"2b";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq5";"palu comm comm";"ml";"3";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgq5";"palu comm falc";"ml";"+";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq5";"parn palu";"hl";"+";;;;
"tgq5";"peta para";"hl";"1";;;;
"tgq5";"phil calc";"ml";"+";;;;
"tgq5";"phra aust";"hl";"+";;;;
"tgq5";"pice abie";"hl";"+";;;;
"tgq5";"ping vulg";"hl";"1";;;;
"tgq5";"pinu sylv";"hl";"+";;;;
"tgq5";"prim fari";"hl";"+";;;;
"tgq5";"saxi aizo";"hl";"1";;;;
"tgq5";"scho ferr";"hl";"4";;;;
"tgq5";"scor scor";"ml";"+";;;;
"tgq5";"sela sela";"hl";"+";;;;
"tgq5";"sesl caer";"hl";"2a";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq5";"tofi caly";"hl";"2m";;;;
"tgq5";"tome nite";"ml";"1";;;;
"tgq6";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgq6";"bart alpi";"hl";"+";;;;
"tgq6";"briz medi";"hl";"+";;;;
"tgq6";"call cusp";"ml";"1";;;;
"tgq6";"camp stel";"ml";"2a";;;;
"tgq6";"care dava";"hl";"1";;;;
"tgq6";"care flac";"hl";"1";;;;
"tgq6";"care lepi";"hl";"1";;;;
"tgq6";"care pani";"hl";"1";;;;
"tgq6";"scor coss";"ml";"2a";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tgq6";"dros angl";"hl";"2m";"voucher";"10";;
"tgq6";"epil palu";"hl";"+";;;;
"tgq6";"erio lati";"hl";"1";;;;
"tgq6";"gali bore";"hl";"+";;;;
"tgq6";"gent ascl";"hl";"+";;;;
"tgq6";"gymn odor";"hl";"+";;;;
"tgq6";"junc arti";"hl";"1";;;;
"tgq6";"linu cath";"hl";"+";;;;
"tgq6";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq6";"palu comm falc";"ml";"2b";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq6";"parn palu";"hl";"+";;;;
"tgq6";"phra aust";"hl";"2m";;;;
"tgq6";"pice abie";"hl";"+";;;;
"tgq6";"ping vulg";"hl";"+";;;;
"tgq6";"pinu sylv";"hl";"+";;;;
"tgq6";"pote erec";"hl";"+";;;;
"tgq6";"prim fari";"hl";"+";;;;
"tgq6";"scho ferr";"hl";"4";;;;
"tgq6";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq6";"tofi caly";"hl";"+";;;;
"tgq6";"tome nite";"ml";"1";;;;
"tgq6";"trig palu";"hl";"+";;;;
"tgq6";"utri mino";"hl";"+";;;;
"tgq7";"agro stol";"hl";"+";;;;
"tgq7";"bell mich";"hl";"+";;;;" | Changed aste bell To bell mich 2012-11-27 16:08:06"
"tgq7";"bart alpi";"hl";"+";;;;
"tgq7";"cala vari";"hl";"+";;;;
"tgq7";"care flac";"hl";"1";;;;
"tgq7";"care lepi";"hl";"1";;;;
"tgq7";"care pani";"hl";"+";;;;
"tgq7";"cirs oler";"hl";"1";;;;
"tgq7";"cirs palu";"hl";"+";;;;
"tgq7";"crep palu";"hl";"+";;;;
"tgq7";"dact inca inca";"hl";"+";;;;" | Changed dact inca To dact inca inca 2012-11-27 16:08:06"
"tgq7";"dros angl";"hl";"2m";;;;
"tgq7";"equi palu";"hl";"+";;;;
"tgq7";"frax exce";"hl";"r";;;;
"tgq7";"gent ascl";"hl";"+";;;;
"tgq7";"moli caer aggr";"hl";"2a";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq7";"palu comm comm";"ml";"3";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tgq7";"palu comm falc";"ml";"1";;;;" | Changed palu falc To palu comm falc 2012-11-27 16:08:08"
"tgq7";"parn palu";"hl";"+";;;;
"tgq7";"phra aust";"hl";"+";;;;
"tgq7";"pice abie";"hl";"+";;;;
"tgq7";"ping vulg";"hl";"1";;;;
"tgq7";"pinu sylv";"hl";"+";;;;
"tgq7";"pote erec";"hl";"+";;;;
"tgq7";"sali myrs";"hl";"r";;;;
"tgq7";"sali purp";"hl";"+";;;;
"tgq7";"sali myrs cine";"hl";"+";"voucher";"57";"2";" | Changed sali x my To sali myrs cine 2012-11-27 16:08:09"
"tgq7";"saxi aizo";"hl";"2b";;;;
"tgq7";"scho ferr";"hl";"3";;;;
"tgq7";"sela sela";"hl";"+";;;;
"tgq7";"sesl caer";"hl";"+";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq7";"tofi caly";"hl";"1";;;;
"tgq8";"achi mill aggr";"hl";"+";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tgq8";"anth odor";"hl";"+";;;;
"tgq8";"aqui atra";"hl";"+";;;;
"tgq8";"brac rupe";"hl";"+";;;;
"tgq8";"briz medi";"hl";"+";;;;
"tgq8";"care dava";"hl";"1";;;;
"tgq8";"care elat";"hl";"2b";;;;
"tgq8";"care flac";"hl";"+";;;;
"tgq8";"care pani pani";"hl";"2a";;;;" | Changed care pann To care pani pani 2012-11-27 16:08:06"
"tgq8";"care semp semp";"hl";"+";;;;" | Changed care semp To care semp semp 2012-11-27 16:08:05"
"tgq8";"cent jace jace";"hl";"+";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tgq8";"cirs arve";"hl";"r";;;;
"tgq8";"cirs oler";"hl";"1";;;;
"tgq8";"equi palu";"hl";"+";;;;
"tgq8";"eric carn";"hl";"+";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tgq8";"erio lati";"hl";"+";;;;
"tgq8";"fest tric";"hl";"+";;;;
"tgq8";"gali bore";"hl";"+";;;;
"tgq8";"gali wirt";"hl";"r";;;;
"tgq8";"knau maxi";"hl";"2a";;;;" | Changed knau dips To knau maxi 2012-11-27 16:08:06"
"tgq8";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tgq8";"list ovat";"hl";"+";;;;
"tgq8";"lotu corn";"hl";"+";;;;
"tgq8";"mela sylv";"hl";"1";;;;
"tgq8";"moli caer aggr";"hl";"3";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tgq8";"phra aust";"hl";"2m";;;;
"tgq8";"phyt orbi";"hl";"+";;;;
"tgq8";"pice abie";"hl";"+";;;;
"tgq8";"pimp majo majo";"hl";"+";;;;" | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04"
"tgq8";"pinu sylv";"hl";"+";;;;
"tgq8";"poly cham";"hl";"+";;;;
"tgq8";"pote erec";"hl";"1";;;;
"tgq8";"prun gran";"hl";"+";;;;
"tgq8";"ranu nemo";"hl";"+";;;;
"tgq8";"sang offi";"hl";"+";;;;
"tgq8";"scab luci luci";"hl";"+";;;;
"tgq8";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tgq8";"succ prat";"hl";"1";;;;
"tgq8";"tofi caly";"hl";"+";;;;
"tgq8";"tome nite";"ml";"2b";;;;
"tgq8";"trif medi medi";"hl";"1";;;;" | Changed trif medi To trif medi medi 2012-11-27 16:08:06"
"tgq8";"trif prat prat";"hl";"+";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tgq8";"trol euro";"hl";"+";;;;
"tgq8";"tuss farf";"hl";"1";;;;
"tgq8";"vale dioi dioi";"hl";"2a";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tgq9";"agro stol";"hl";"+";;;;
"tgq9";"care lepi";"hl";"1";;;;
"tgq9";"care rost";"hl";"1";;;;
"tgq9";"cirs arve";"hl";"1";;;;
"tgq9";"cirs palu";"hl";"+";;;;
"tgq9";"junc alpi alpi";"hl";"2m";;;;" | Changed junc alpi To junc alpi alpi 2012-11-27 16:08:09"
